id,powerID,name,description,rarity,image
Addon_PhantomTrap_BloodiedMud,Item_Slasher_PhantomTrap,Bloodied Mud,A handful of mud with veins of deep crimson. The bloody layers empower the mud.<br><br><b>Increases Phantasm Trap</b> trigger range by <b>30%</b>.,Rare,images/ItemAddons/DLC3/iconAddon_bloodiedMud.png
Addon_PhantomTrap_BloodiedWater,Item_Slasher_PhantomTrap,Bloodied Water,Tainted water contained in a folded waterlily leaf.<br><br><b>Increases Phantasm Trap</b> trigger range by <b>20%</b>.,Uncommon,images/ItemAddons/DLC3/iconAddon_bloodiedWater.png
Addon_PhantomTrap_BogWater,Item_Slasher_PhantomTrap,Bog Water,Murky water contained in a glass pill bottle from another time.<br><br><b>Increases Phantasm Trap</b> trigger range by <b>10%</b>.,Common,images/ItemAddons/DLC3/iconAddon_bogWater.png
Addon_PhantomTrap_CrackedTurtleEgg,Item_Slasher_PhantomTrap,Cracked Turtle Egg,"A pale orange turtle egg, cracked and emptied of its content.<br><br><b>Increases</b> triggered <b>Phantasm Trap</b> duration by <b>35%</b>.",Rare,images/ItemAddons/DLC3/iconAddon_crackedTurtleEgg.png
Addon_PhantomTrap_CypressNecklet,Item_Slasher_PhantomTrap,Cypress Necklet,A rigid ornament worn around the neck made from dead plants adorned with crudely attached cypress bark and swamp moss.<br><br><b>Increases Phantasm Trap</b> setting speed by <b>20%</b>.,Uncommon,images/ItemAddons/DLC3/iconAddon_cypressNecklet.png
Addon_PhantomTrap_DeadFlyMud,Item_Slasher_PhantomTrap,Dead Fly Mud,"A small lump of mud, black with the remains of flies. Devoured to increase stamina.<br><br><b>Increases</b> teleportation range by <b>20%</b>.",Common,images/ItemAddons/DLC3/iconAddon_deadFlyMud.png
Addon_PhantomTrap_DisfiguredEar,Item_Slasher_PhantomTrap,Disfigured Ear,The cannibal village deaf boy's ear. Deformed due to several hits to the head. The trapped life essence within unlocks tremendous potential in The Hag's power.<br><br>Survivors who trigger a <b>Phantasm Trap</b> will be deafened for <b>6 seconds</b>.,Very Rare,images/ItemAddons/DLC3/iconAddon_disfiguredEar.png
Addon_PhantomTrap_DragonflyWings,Item_Slasher_PhantomTrap,Dragonfly Wings,"A handful of yellowish wings, dry and crisp. Devoured to increase stamina.<br><br><b>Increases</b> teleportation range by <b>25%</b>.",Uncommon,images/ItemAddons/DLC3/iconAddon_dragonflyWings.png
Addon_PhantomTrap_DriedCicada,Item_Slasher_PhantomTrap,Dried Cicada,A large swamp cicada covered in a fine layer of ash. Crispy. Devoured to increase stamina.<br><br><b>Increases</b> teleportation range by <b>30%</b>.,Rare,images/ItemAddons/DLC3/iconAddon_driedCicada.png
Addon_PhantomTrap_GranmasHeart,Item_Slasher_PhantomTrap,Granma's Heart,The cold heart of the cannibal village elder. The trapped life essence within unlocks tremendous potential in The Hag's power.<br><br><b>Decreases</b> Terror Radius to <b>0 meters</b> when a Survivor triggers a <b>Phantasm Trap</b>.<b>Increases</b> Mud Phantasms' Terror Radius by <b>16 meters</b>.,Very Rare,images/ItemAddons/DLC3/iconAddon_granmasHeart.png
Addon_PhantomTrap_HalfEggshell,Item_Slasher_PhantomTrap,Half Eggshell,One half of a perfectly round hollow eggshell.<br><br><b>Increases</b> triggered <b>Phantasm Trap</b> duration by <b>30%</b>.,Uncommon,images/ItemAddons/DLC3/iconAddon_halfEggshell.png
Addon_PhantomTrap_MintRag,Item_Slasher_PhantomTrap,Mint Rag,A small piece of cotton torn from the dress worn by Lisa Sherwood on the day she disappeared. The trapped life essence within unlocks tremendous potential in The Hag's power.<br><br><b>The Hag</b> can teleport to any <b>Phantasm Trap</b> in the level.<b>Phantasm Trap</b> teleport gains a cooldown of <b>15 seconds</b>.,Ultra Rare,images/ItemAddons/DLC3/iconAddon_mintRag.png
Addon_PhantomTrap_PowderedEggshell,Item_Slasher_PhantomTrap,Powdered Eggshell,Minuscule eggshell fragments shimmering with a pale golden hue.<br><br><b>Increases</b> triggered <b>Phantasm Trap</b> duration by <b>25%</b>.,Common,images/ItemAddons/DLC3/iconAddon_powderedEggshell.png
Addon_PhantomTrap_PussyWillowCatkins,Item_Slasher_PhantomTrap,Pussy Willow Catkins,"A handful of small, pristine flower clusters covered in a fine greyish fur.<br><br>Reveals the Survivor's aura for <b>3 seconds</b> when they trigger a <b>Phantasm Trap</b>.",Uncommon,images/ItemAddons/DLC3/iconAddon_pussyWillowCatkins.png
Addon_PhantomTrap_RopeNecklet,Item_Slasher_PhantomTrap,Rope Necklet,A rigid ornament worn around the neck made from dead plants.<br><br><b>Increases Phantasm Trap</b> setting speed by <b>15%</b>.,Common,images/ItemAddons/DLC3/iconAddon_ropeNecklet.png
Addon_PhantomTrap_RustyShackles,Item_Slasher_PhantomTrap,Rusty Shackles,Shackles once used to hold prisoners and carcasses in the cannibal village cellar. The trapped life essence within unlocks tremendous potential in The Hag's power.<br><br>Triggered <b>Phantasm Traps</b> give no indication of being triggered to Survivors and do not spawn a Mud Phantasm.,Very Rare,images/ItemAddons/DLC3/iconAddon_rustyShackles.png
Addon_PhantomTrap_ScarredHand,Item_Slasher_PhantomTrap,Scarred Hand,"The cut up, severed hand of the cannibal village butcher. The trapped life essence within unlocks tremendous potential in The Hag's power.<br><br>Mud Phantasms become solid and will block Survivors.Removes the ability to teleport to traps.Grants <b>300%</b> bonus Deviousness Bloodpoints.",Very Rare,images/ItemAddons/DLC3/iconAddon_scarredHand.png
Addon_PhantomTrap_SwampOrchidNecklet,Item_Slasher_PhantomTrap,Swamp Orchid Necklet,A rigid ornament worn around the neck made from dead plants adorned with withered orchid petals and leaves.<br><br><b>Increases Phantasm Trap</b> setting speed by <b>25%</b>.,Rare,images/ItemAddons/DLC3/iconAddon_swampOrchidNecklet.png
Addon_PhantomTrap_WaterloggedShoe,Item_Slasher_PhantomTrap,Waterlogged Shoe,"A child's shoe, long lost in the bog's waters. The trapped life essence within unlocks tremendous potential in The Hag's power.<br><br>Survivors in the trigger zone of a triggered <b>Phantasm Trap</b> are <b>Hindered</b> by <b>9%</b>.<b>Increases</b> movement speed by <b>4.5%</b>.Removes the ability to teleport to traps.<br><br>Hindered reduces Survivor movement speed.",Ultra Rare,images/ItemAddons/DLC3/iconAddon_waterloggedShoe.png
Addon_PhantomTrap_WillowWreath,Item_Slasher_PhantomTrap,Willow Wreath,Three frail willow branches attached to form a triangular wreath.<br><br>Reveals the Survivor's aura for <b>5 seconds</b> when they trigger a <b>Phantasm Trap</b>.,Rare,images/ItemAddons/DLC3/iconAddon_willowWreath.png
Addon_PhaseWalker_BloodyHairBrooch,Item_Slasher_PhaseWalker,Mother's Glasses,Pair of glasses belonging to a loving mother afflicted with a chronic disease.<br><br>Survivors trigger Killer Instinct when they come within <b>2 meters</b> of the husk.,Rare,images/ItemAddons/Hubble/iconAddon_mothersGlasses.png
Addon_PhaseWalker_DirtyUwabaki,Item_Slasher_PhaseWalker,Uchiwa,Handheld fan with a koi motif to create a nice breeze on a hot summer day.<br><br>Instantly recharges <b>Yamaoka's Haunting</b> when stunned by a pallet.,Rare,images/ItemAddons/Hubble/iconAddon_uchiwa.png
Addon_PhaseWalker_DriedCherryBlossom,Item_Slasher_PhaseWalker,Dried Cherry Blossom,"A crumbling, dried cherry flower. Once the symbol of mortality.<br><br>Survivors trigger Killer Instinct when they come within <b>4 meters</b> of <b>The Spirit</b> while she is phasing.Scratch marks are no longer visible while using <b>Yamaoka’s Haunting</b>.",Very Rare,images/ItemAddons/Haiti/iconAddon_driedCherryBlossom.png
Addon_PhaseWalker_FathersGlasses,Item_Slasher_PhaseWalker,Kintsugi Teacup,Cup mended and lacquered with powdered gold. Both the breakage and repair are part the cup.<br><br>Instantly recharges <b>Yamaoka's Haunting</b> after breaking a pallet or wall.,Ultra Rare,images/ItemAddons/Hubble/iconAddon_kintsugiTeacup.png
Addon_PhaseWalker_GiftedBambooComb,Item_Slasher_PhaseWalker,Gifted Bamboo Comb,A narrow tooth bamboo comb to gently untangle disheveled hair.<br><br><b>Increases Yamaoka's Haunting</b> charge speed by <b>15%</b>.,Common,images/ItemAddons/Haiti/iconAddon_giftedBambooComb.png
Addon_PhaseWalker_JuniperBonsai,Item_Slasher_PhaseWalker,Juniper Bonsai,Dark blue-green foliage bonsai tree. Once the symbol of Yamaoka family tradition.<br><br><b>Increases</b> Passive Phasing frequency by <b>20%</b>.<b>Increases</b> Passive Phasing duration by <b>50%</b>.,Uncommon,images/ItemAddons/Haiti/iconAddon_juniperBonzai.png
Addon_PhaseWalker_KaiunTalisman,Item_Slasher_PhaseWalker,Kaiun Talisman,A talisman to get luck on your side.<br><br><b>Increases Yamaoka's Haunting</b> duration by <b>20%</b>.,Uncommon,images/ItemAddons/Haiti/iconAddon_kaiunTalisman.png
Addon_PhaseWalker_KatanaTsuba,Item_Slasher_PhaseWalker,Katana Tsuba,The handguard of an ancestral blade. Crafted for the Yamaoka family.<br><br><b>Increases Yamaoka's Haunting</b> reappearance duration by <b>20%</b>.<b>Increases Yamaoka's Haunting</b> reappearance movement speed by <b>5%</b>.,Rare,images/ItemAddons/Haiti/iconAddon_katanaTsuba.png
Addon_PhaseWalker_KatsumoriTalisman,Item_Slasher_PhaseWalker,Senko Hanabi,"Thin sparklers that light up summer nights and display the beauty of ephemeral moments in life.<br><br>When <b>Yamaoka's Haunting</b> ends, <b>The Spirit</b>'s husk explodes and any vault locations within <b>4 meters</b> are blocked for <b>5 seconds</b>.",Rare,images/ItemAddons/Hubble/iconAddon_senkoHanabi.png
Addon_PhaseWalker_MotherDaughterRing,Item_Slasher_PhaseWalker,Mother-Daughter Ring,A silver ring engraved with “for my precious daughter.”<br><br><b>Increases Yamaoka's Haunting</b> movement speed by <b>40%</b>.Scratch marks are no longer visible while using <b>Yamaoka’s Haunting</b>.,Ultra Rare,images/ItemAddons/Haiti/iconAddon_motherDaughterRing.png
Addon_PhaseWalker_MuddySportsDayCap,Item_Slasher_PhaseWalker,Muddy Sports Day Cap,"A muddy sport cap with a High School logo. Identified with a sewn name tag to ""Rin"".<br><br><b>Increases Yamaoka's Haunting</b> movement speed by <b>10%</b>.",Uncommon,images/ItemAddons/Haiti/iconAddon_muddySportCap.png
Addon_PhaseWalker_OrigamiCrane,Item_Slasher_PhaseWalker,Origami Crane,One of the one thousand orizuru for your wish to come true.<br><br><b>Increases Yamaoka's Haunting</b> recharge rate by <b>10%</b>.,Common,images/ItemAddons/Haiti/iconAddon_origamiCrane.png
Addon_PhaseWalker_PrayerBeadsBracelet,Item_Slasher_PhaseWalker,Furin,Warm summer breeze chimes the little bell hanging from the balcony ceiling.<br><br>The phasing sound is heard by all Survivors.,Very Rare,images/ItemAddons/Hubble/iconAddon_furin.png
Addon_PhaseWalker_RinsBrokenWatch,Item_Slasher_PhaseWalker,Rin's Broken Watch,"A wristwatch with a shattered glass. The name ""Rin"" is scribbled on the wristband.<br><br><b>Increases Yamaoka's Haunting</b> recharge rate by <b>15%</b>.",Uncommon,images/ItemAddons/Haiti/iconAddon_rinsBrokenWatch.png
Addon_PhaseWalker_RustyFlute,Item_Slasher_PhaseWalker,Rusty Flute,A rusty transverse flute with a haunting sound.<br><br><b>Increases Yamaoka's Haunting</b> recharge rate by <b>25%</b>.,Rare,images/ItemAddons/Haiti/iconAddon_rustyFlute.png
Addon_PhaseWalker_ShiawaseAmulet,Item_Slasher_PhaseWalker,Shiawase Amulet,A talisman that makes one happy and enthusiastic.<br><br><b>Increases Yamaoka's Haunting</b> duration by <b>10%</b>.,Common,images/ItemAddons/Haiti/iconAddon_ShiawaseAmulet.png
Addon_PhaseWalker_WakizashiSaya,Item_Slasher_PhaseWalker,Wakizashi Saya,"The scabbard of an ancestral blade. Once crafted for the Yamaoka family.<br><br><b>During Yamaoka's Haunting</b>, use the <i>Active Ability Button</i> to return to the husk and end the haunting.",Very Rare,images/ItemAddons/Haiti/iconAddon_wakizashiSaya.png
Addon_PhaseWalker_WhiteHairRibbon,Item_Slasher_PhaseWalker,White Hair Ribbon,A silken bow to tame wild hair.<br><br><b>Increases Yamaoka's Haunting</b> charge speed by <b>20%</b>.,Uncommon,images/ItemAddons/Haiti/iconAddon_whiteHairRibbon.png
Addon_PhaseWalker_YakuyokeAmulet,Item_Slasher_PhaseWalker,Yakuyoke Amulet,A powerful talisman to protect your endeavors from being hindered by suspicious circumstances.<br><br><b>Increases Yamaoka's Haunting</b> duration by <b>70%</b>.<b>Decreases Yamaoka's Haunting</b> movement speed by <b>15%</b>.,Very Rare,images/ItemAddons/Haiti/iconAddon_yakuyokeAmulet.png
Addon_PhaseWalker_Zori,Item_Slasher_PhaseWalker,Zōri,A comfortable pair of flat sandals that can easily be slipped on and off.<br><br><b>Increases Yamaoka's Haunting</b> movement speed by <b>5%</b>.,Common,images/ItemAddons/Haiti/iconAddon_zori.png
Addon_Plague_AshenApple,Item_Slasher_PlaguePower,Ashen Apple,A peeled apple rolled into sanctified ashes. Eating such a fruit warded off the malignantly envious spirits of the deceased.<br><br>Start the Trial with <b>1 additional</b> Pool of Devotion already corrupted.<b>Increases</b> the number of Pools of Devotion in the trial by <b>1</b>.,Rare,images/ItemAddons/Mali/iconAddon_ashenApple.png
Addon_Plague_BlackIncense,Item_Slasher_PlaguePower,Black Incense,A dark paste made of sharp osseous shavings. The inhaling of its foul fumes sharpens the mind's eye.<br><br>Survivors' auras are revealed to you for <b>3 seconds</b> when they vomit.,Ultra Rare,images/ItemAddons/Mali/iconAddon_blackIncense.png
Addon_Plague_DevoteesAmulet,Item_Slasher_PlaguePower,Devotee's Amulet,A bloodstone amulet carved intricately with the effigy of the Babylonian god of mayhem and pestilence. Fills the wearer with boundless devotion.<br><br><b>Increases</b> duration of <b>Corrupt Purge</b> by <b>20 seconds</b>.,Very Rare,images/ItemAddons/Mali/iconAddon_devoteesAmulet.png
Addon_Plague_EmeticPotion,Item_Slasher_PlaguePower,Emetic potion,A mustard-water based syrup that induces vomiting when consumed. Used to purge evil from the body.<br><br><b>Increases</b> the effectiveness of <b>Vile Purge</b> by <b>30%</b>.,Uncommon,images/ItemAddons/Mali/iconAddon_emeticPotion.png
Addon_Plague_ExorcismAmulet,Item_Slasher_PlaguePower,Exorcism Amulet,An obsidian amulet to ward off sickness during exorcism rituals. Inscribed with a prayer to the god of mayhem and pestilence. Fills the wearer with fierce devotion.<br><br><b>Increases</b> the duration of <b>Corrupt Purge</b> by <b>10 seconds</b>.,Rare,images/ItemAddons/Mali/iconAddon_exorcismAmulet.png
Addon_Plague_HealingSalve,Item_Slasher_PlaguePower,Healing Salve,"A bitterly pungent paste of crushed roots, which were marinated in fish brine for three days and in wine for two. Applied on skin rashes.<br><br><b>Decreases</b> cooldown of <b>Vile Purge</b> and <b>Corrupt Purge</b> by <b>0.25 seconds</b>.",Common,images/ItemAddons/Mali/iconAddon_healingSalve.png
Addon_Plague_HematiteSeal,Item_Slasher_PlaguePower,Hematite Seal,"A cylindrical seal forged from a metallic hardstone, engraved with bird-headed beings that stood next to strange machines. Used as a container for sanctified ashes.<br><br><b>Increases</b> object infection duration by <b>30 seconds</b>.",Uncommon,images/ItemAddons/Mali/iconAddon_hematiteSeal.png
Addon_Plague_IncensedOintment,Item_Slasher_PlaguePower,Incensed Ointment,"A dark waxy paste, laced with cedar sap that diffuse a sweet and earthy aroma. Applied directly on infected skin.<br><br>Ingesting the corruption at a Pool of Devotion causes all Survivors within <b>The Plague's</b> Terror Radius to scream and reveal their locations.",Rare,images/ItemAddons/Mali/iconAddon_incensedOintment.png
Addon_Plague_InfectedEmetic,Item_Slasher_PlaguePower,Infected Emetic,A disgusting syrup of unknown origin. The thick yellow liquid is consumed to induce vomiting. Used to purge evil from the body.<br><br><b>Increases</b> the effectiveness of <b>Vile Purge</b> by <b>40%</b>.,Rare,images/ItemAddons/Mali/iconAddon_infectedEmetic.png
Addon_Plague_IridescentSeal,Item_Slasher_PlaguePower,Iridescent Seal,A translucent cylindrical seal molded from The Fog Itself with the effigy of The Plague. Its surface is warm and pulsates with The Entity's power.<br><br><b>Corrupt Purge</b> activates every time a generator is completed.<b>Decreases</b> duration of <b>Corrupt Purge</b> by <b>20 seconds</b>.,Ultra Rare,images/ItemAddons/Mali/iconAddon_IridescentSeal.png
