id,survivorID,killerID,outfitID,name,description,role,type,collection,rarity,purchasable,image
NK_Head01_06,4,,NK_outfit_01_06,Sailor's Knit,Stay warm in the chilly breeze when civilization is nothing but a concept a thousand miles away.,Survivor,Head,Treacherous Waters,Uncommon,0,images/Customization/Nea/NK_Head01_06.png
NK_Head01_4A,4,,,Crown of The Entity,A crown emanating a festive and ominous aura created by The Entity’s biggest fan.,Survivor,Head,Birthday Crown,Special Event,0,images/Customization/Nea/NK_Head01_4A.png
NK_Head01_5A,4,,,5th Anniversary Crown,A crown crafted for a very special anniversary.,Survivor,Head,5Th Anniversary,Special Event,0,images/Customization/Nea/NK_Head01_5A.png
NK_Head020,4,,NK_outfit_020,Platinum Blonde,An edgy cut for a nonconformist and unforgettable look.,Survivor,Head,Urban Art,Very Rare,1,images/Customization/Nea/NK_Head020.png
NK_Head021,4,,NK_outfit_021,Mothtails,Two small buns sit atop her head like antennae.,Survivor,Head,Chrysalis Collection,Very Rare,1,images/Customization/Nea/NK_Head021.png
NK_Head022,4,,NK_outfit_022,Feathered Earcuff,Her bold accessories spoke to her cutting-edge taste and fearlessness.,Survivor,Head,Greek Legends Collection,Very Rare,1,images/Customization/Nea/NK_Head022.png
NK_Head06,4,,,Night out Nea,Bold makeup and duo-tone hairstyle that will leave no-one indifferent.,Survivor,Head,,Uncommon,0,images/Customization/HeadCase/NK_Head06.png
NK_Head07,4,,,Melonade,Casual and comfortable yet affirming a strong and unique identity.,Survivor,Head,,Uncommon,0,images/Customization/HeadCase/NK_Head07.png
NK_Legs001,4,,Nea_outfit_008,Cobblestone Tartan Skirt,,Survivor,Legs,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Legs001.png
NK_Legs001_01,4,,Nea_outfit_007,City Silhouette Skirt,,Survivor,Legs,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Legs001_01.png
NK_Legs001_02,4,,Nea_outfit_009,Glacial Tartan Skirt,,Survivor,Legs,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Legs001_02.png
NK_Legs002,4,,Nea_outfit_002,Defiant Ripped Shorts,,Survivor,Legs,Street Rebel,Rare,1,images/Customization/Nea/NK_Legs002.png
NK_Legs002_01,4,,Nea_outfit_001,Tartan Tagger Ripped Shorts,,Survivor,Legs,Street Rebel,Rare,1,images/Customization/Nea/NK_Legs002_01.png
NK_Legs002_02,4,,Nea_outfit_003,Railslide Ripped Shorts,,Survivor,Legs,Street Rebel,Rare,1,images/Customization/Nea/NK_Legs002_02.png
NK_Legs003,4,,Nea_outfit_006,Dark Denim Boardshorts,,Survivor,Legs,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Legs003.png
NK_Legs003_01,4,,Nea_outfit_005,Wild Rose Boardshorts,,Survivor,Legs,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Legs003_01.png
NK_Legs003_02,4,,Nea_outfit_004,Floral Fruits Boardshorts,,Survivor,Legs,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Legs003_02.png
NK_Legs006,4,,Nea_outfit_010,Baggy Denim Pants,,Survivor,Legs,Grim Matsuri,Very Rare,1,images/Customization/Nea/NK_Legs006.png
NK_Legs008,4,,Nea_outfit_008_01,Punk Pedal Pushers,"Motorbike pegs count as pedals, right",Survivor,Legs,Mean Streets,Very Rare,1,images/Customization/Nea/NK_Legs008.png
NK_Legs009,4,,Nea_outfit_009_01,Lightweight Pants,Loose fitting and so comfortable they're like wearing nothing at all.,Survivor,Legs,Neon Nights,Very Rare,1,images/Customization/Nea/NK_Legs009.png
NK_Legs010,4,,NK_outfit_010,Death by Asphalt,"Frayed, torn, shredded—these jeans have been tortured but keep coming back for more. Pairs with graffiti skate shoes featuring custom doodles from a daydreaming Nea.",Survivor,Legs,The Road Less Traveled,Very Rare,1,images/Customization/Nea/NK_Legs010.png
NK_Legs011,4,,NK_outfit_011,Snow Pants,Tough pants for the toughest hills of the Xtreme Circuit.,Survivor,Legs,Wintertime,Very Rare,1,images/Customization/Nea/NK_Legs011.png
NK_Legs011_01,4,,NK_outfit_011_01,Wipeout Pants,Even the best boarders eat it sometimes.,Survivor,Legs,Autumn Chill,Very Rare,0,images/Customization/Nea/NK_Legs011_01.png
NK_Legs012,4,,NK_outfit_012,Spray-Painted Shorts & Pants,"Dark shorts over a dark pair of trousers carefully tucked for maximum comfort and agility. Ideal to swiftly get in and out of dodgy looking, abandoned buildings.",Survivor,Legs,Neon Swirl,Very Rare,1,images/Customization/Nea/NK_Legs012.png
NK_Legs013,4,,NK_outfit_013,Guarded Landing,Loose-fitting pants with strap-on knee guards to protect from road rash during getaways.,Survivor,Legs,Unleashed,Very Rare,0,images/Customization/Nea/NK_Legs013.png
NK_Legs014,4,,NK_outfit_014,Blackout,"Black pants, black shoes, and a streak of rebelliousness.",Survivor,Legs,Rockabilly,Very Rare,1,images/Customization/Nea/NK_Legs014.png
NK_Legs014_01,4,,NK_outfit_008_01,Blue Wave,A true blue look with a streak of rebelliousness.,Survivor,Legs,The Road Less Travelled,Very Rare,0,images/Customization/Nea/NK_Legs014_01.png
NK_Legs015,4,,NK_outfit_015,Gripping Water Shoes,Gripping shoes to remain stable on the board and protect her feet from the rough sea bed.,Survivor,Legs,Waterfront Massacre,Very Rare,1,images/Customization/Nea/NK_Legs015.png
NK_Legs016,4,,NK_outfit_016,Wide Cargo Pants,A pair of baggy pants with deep pockets to carry her paint gear and pick up anything of interest along the way.,Survivor,Legs,Neon Nights,Very Rare,1,images/Customization/Nea/NK_Legs016.png
NK_Legs017,4,,NK_outfit_017,Bile Apron & Trousers,Loose-fitted trousers with an apron soiled by putrid sap and toxic substances.,Survivor,Legs,Hallowed Curse,Very Rare,1,images/Customization/Nea/NK_Legs017.png
NK_Legs018,4,,NK_outfit_018,Moshers,Dual-patterned pants that have survived the most intense mosh pits.,Survivor,Legs,Counterculture,Rare,0,images/Customization/Nea/NK_Legs018.png
NK_Legs01_01,4,,,Siberian Tiger Legs,"Back in fashion now, but once the talk of the town.",Survivor,Legs,,Uncommon,0,images/Customization/NK_Legs01_01.png
NK_Legs01_02,4,,,Stripes of Power,Rock star or&nbsp;trouble maker. Either way these pants scream confidence.,Survivor,Legs,,Uncommon,0,images/Customization/NK_Legs01_02.png
NK_Legs01_03,4,,,Ripped Leggings,"Torn for style or torn through action, who can tell",Survivor,Legs,,Uncommon,0,images/Customization/NK_Legs01_03.png
NK_Legs01_06,4,,NK_outfit_01_06,Rip Tide,"Pants that yearn for an escape to the sea, though when being chased by a murderous killer, any escape will do.",Survivor,Legs,Treacherous Waters,Uncommon,0,images/Customization/Nea/NK_Legs01_06.png
NK_Legs020,4,,NK_outfit_020,Attityd Dress,"Designed by a Swedish artist, Nea proudly displayed her roots with a bold style.",Survivor,Legs,Urban Art,Very Rare,1,images/Customization/Nea/NK_Legs020.png
NK_Legs021,4,,NK_outfit_021,Fuzzy Leggings,"The kind of fabric you want to touch, inspired by a thing you don’t.",Survivor,Legs,Chrysalis Collection,Very Rare,1,images/Customization/Nea/NK_Legs021.png
NK_Legs022,4,,NK_outfit_022,Winged High-Tops,"She spent much of her time running; not out of fear, but out of determination to see her project completed.",Survivor,Legs,Greek Legends Collection,Very Rare,1,images/Customization/Nea/NK_Legs022.png
NK_Legs02_CV01,4,,Nea_outfit_011,Low-Rise Jeans (Light Green),,Survivor,Legs,Nea Essentials,Common,1,images/Customization/Nea/NK_Legs02_CV01.png
NK_Legs02_CV02,4,,Nea_outfit_012,Low-Rise Jeans (Light Brown),,Survivor,Legs,Nea Essentials,Common,1,images/Customization/Nea/NK_Legs02_CV02.png
NK_Legs02_CV03,4,,Nea_outfit_013,Low-Rise Jeans (Dark Gray),,Survivor,Legs,Nea Essentials,Common,1,images/Customization/Nea/NK_Legs02_CV03.png
NK_Legs02_CV04,4,,Nea_outfit_014,Low-Rise Jeans (Navy Blue),,Survivor,Legs,Nea Essentials,Common,1,images/Customization/Nea/NK_Legs02_CV04.png
NK_Legs02_CV05,4,,Nea_outfit_015,Low-Rise Jeans (Brown),,Survivor,Legs,Nea Essentials,Common,1,images/Customization/Nea/NK_Legs02_CV05.png
NK_Torso001,4,,Nea_outfit_009,Sapphire Lake Sweater,,Survivor,Torso,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Torso001.png
NK_Torso001_01,4,,Nea_outfit_007,Pink Kitty Sweater,Meow.,Survivor,Torso,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Torso001_01.png
NK_Torso001_02,4,,Nea_outfit_008,Stortorget Sweater,,Survivor,Torso,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Torso001_02.png
NK_Torso002,4,,Nea_outfit_002,Juvenile Jet Vest Top,,Survivor,Torso,Street Rebel,Rare,1,images/Customization/Nea/NK_Torso002.png
NK_Torso002_01,4,,Nea_outfit_001,Serious Vandal Vest Top,"Apparently, someone has already tagged the back.",Survivor,Torso,Street Rebel,Rare,1,images/Customization/Nea/NK_Torso002_01.png
NK_Torso002_02,4,,Nea_outfit_003,Ollie Cat Vest Top,The kitty on the back makes it a bit more innocent.,Survivor,Torso,Street Rebel,Rare,1,images/Customization/Nea/NK_Torso002_02.png
NK_Torso002_03,4,,,Urban Country Vest Top,"This sleeveless vest top is super fashionable, but clearly spells trouble.",Survivor,Torso,Stockholm Syndrome,Rare,0,images/Customization/Nea/NK_Torso002_03.png
NK_Torso003,4,,Nea_outfit_006,Svart Katt,Some say a black cat is bad luck. Only one way to find out…,Survivor,Torso,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Torso003.png
NK_Torso003_01,4,,Nea_outfit_005,Stylized Varg,Rrrrawwwwwwwrrrrrr!,Survivor,Torso,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Torso003_01.png
NK_Torso003_02,4,,Nea_outfit_004,Accented Ananas,Be a pineapple…,Survivor,Torso,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Torso003_02.png
NK_Torso006,4,,Nea_outfit_010,Cute Rocking Bears Shirt,,Survivor,Torso,Grim Matsuri,Very Rare,1,images/Customization/Nea/NK_Torso006.png
NK_Torso007,4,,,Cat Lady,"Already as agile and graceful as a cat, this sweater adds 'warm' and 'fuzzy' to the list.",Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/Nea/NK_Torso007.png
NK_Torso008,4,,Nea_outfit_008_01,Biker's Jacket,"Thick leather, to protect you from road rash. Or knives. Depending on where the evening takes you.",Survivor,Torso,Mean Streets,Very Rare,1,images/Customization/Nea/NK_Torso008.png
NK_Torso009,4,,Nea_outfit_009_01,Cropped Hoodie,"Warm on the arms and keeps the core cool, so long distance running is no problem.",Survivor,Torso,Neon Nights,Very Rare,1,images/Customization/Nea/NK_Torso009.png
NK_Torso010,4,,NK_outfit_010,Howdy Top,Who can forget everyone’s favorite 80’s pop-culture icon Howdy Cat? Bring back the craze with this printed tee and custom-made skate deck.,Survivor,Torso,The Road Less Traveled,Very Rare,1,images/Customization/Nea/NK_Torso010.png
NK_Torso010_01,4,,NK_outfit_008_01,Skeletal Remains,"Adventurous, grim, and 100% Nea.",Survivor,Torso,The Road Less Travelled,Very Rare,0,images/Customization/Nea/NK_Torso010_01.png
NK_Torso011,4,,NK_outfit_011,Summit Jacket,A comfortable jacket allowing for a wide range of motion that kept her body warm and dry.,Survivor,Torso,Wintertime,Very Rare,1,images/Customization/Nea/NK_Torso011.png
NK_Torso011_01,4,,NK_outfit_011_01,Kaleidoscopic Parka,A warm jacket with a refracted image of a landscape plastered across it.,Survivor,Torso,Autumn Chill,Very Rare,0,images/Customization/Nea/NK_Torso011_01.png
NK_Torso012,4,,NK_outfit_012,Tattered Hoodie & Spray Paint Can Holder,"Hoodie with a light, custom-made spray paint can holder for quick, impromptu tagging.",Survivor,Torso,Neon Swirl,Very Rare,1,images/Customization/Nea/NK_Torso012.png
NK_Torso013,4,,NK_outfit_013,Truth to Power,Skater threads for a night of blitzing the streets with a message in mind.,Survivor,Torso,Unleashed,Very Rare,0,images/Customization/Nea/NK_Torso013.png
NK_Torso014,4,,NK_outfit_014,Classic Leather,The jacket that all the cool cats are wearing.,Survivor,Torso,Rockabilly,Very Rare,1,images/Customization/Nea/NK_Torso014.png
NK_Torso015,4,,NK_outfit_015,Athletic Swimwear,She suited up to race the hazardous body of glimmering water that could crash as suddenly as it rose. She fixed her eyes ahead and focused on the flow of water under her feet.,Survivor,Torso,Waterfront Massacre,Very Rare,1,images/Customization/Nea/NK_Torso015.png
NK_Torso016,4,,NK_outfit_016,Cropped Top,"Forced to leave Sweden in the middle of the school year, she suddenly lost all her landmarks, both geographical and social.",Survivor,Torso,Neon Nights,Very Rare,1,images/Customization/Nea/NK_Torso016.png
NK_Torso017,4,,NK_outfit_017,Stripped Jacket,"A stiff, stand-collar jacket with a strap of vials that contain noxious samples.",Survivor,Torso,Hallowed Curse,Very Rare,1,images/Customization/Nea/NK_Torso017.png
NK_Torso018,4,,NK_outfit_018,Hardcore 74,A hard rocking top adorned with pins from Nea’s favorite bands. Added style points for the spiked wristband and fingerless glove.,Survivor,Torso,Counterculture,Rare,0,images/Customization/Nea/NK_Torso018.png
NK_Torso019,4,,,Cat's Claw Shirt,"Cautious with strangers and averse to fake niceties, Nea had a natural affinity for cats.",Survivor,Torso,Cats & Dogs,Rare,1,images/Customization/Nea/NK_Torso019.png
NK_Torso01_01,4,,,Skull Print Top,Moody top that makes a statement.,Survivor,Torso,,Uncommon,0,images/Customization/NK_Torso01_01.png
NK_Torso01_02,4,,,Tartan Special,"Flashy, with just the right amount of attitude.",Survivor,Torso,,Uncommon,0,images/Customization/NK_Torso01_02.png
NK_Torso01_03,4,,,Classic Sleeveless,Shades of a calmer place and time.,Survivor,Torso,,Common,0,images/Customization/NK_Torso01_03.png
NK_Torso01_04,4,,,Rat Print Top,"The design resonated with Nea, a reminder of her charming pet rat, Milo.",Survivor,Torso,,Special Event,0,images/Customization/Nea/NK_Torso01_04.png
NK_Torso01_05,4,,,Twitchy Nea,Twitchy Nea is twitching.,Survivor,Torso,,Uncommon,0,images/Customization/Nea/NK_Torso01_05.png
NK_Torso01_06,4,,NK_outfit_01_06,Jelly Bomb,Watch out for the tentacles—they sting.,Survivor,Torso,Treacherous Waters,Uncommon,0,images/Customization/Nea/NK_Torso01_06.png
NK_Torso01_L4D,4,,,Infected – Black,Thumbs up on an awesome tank top design.,Survivor,Torso,,Rare,0,images/Customization/L4D/NK_Torso01_L4D.png
NK_Torso01_L4DInv,4,,,Infected – Red,Thumbs up on an awesome tank top design.,Survivor,Torso,,Rare,0,images/Customization/L4D/NK_Torso01_L4DInv.png
NK_Torso020,4,,NK_outfit_020,Provokatör Jacket,An avant-garde dress with a pair of trainers underneath for a comfortable climb over high walls. The streets of Stockholm would not look the same after her visit .,Survivor,Torso,Urban Art,Very Rare,1,images/Customization/Nea/NK_Torso020.png
NK_Torso021,4,,NK_outfit_021,Faux-Fur Jacket,No moths were harmed in the making of this jacket. Hopefully.,Survivor,Torso,Chrysalis Collection,Very Rare,1,images/Customization/Nea/NK_Torso021.png
NK_Torso022,4,,NK_outfit_022,Sweater of the Ancients,Her sweatshirt harkened back to a time when art was made by the people.,Survivor,Torso,Greek Legends Collection,Very Rare,1,images/Customization/Nea/NK_Torso022.png
NK_Torso02_CV01,4,,Nea_outfit_011,Scotch Shirt (Blue),,Survivor,Torso,Nea Essentials,Common,1,images/Customization/Nea/NK_Torso02_CV01.png
NK_Torso02_CV02,4,,Nea_outfit_012,Scotch Shirt (Green),,Survivor,Torso,Nea Essentials,Common,1,images/Customization/Nea/NK_Torso02_CV02.png
NK_Torso02_CV03,4,,Nea_outfit_013,Scotch Shirt (Light Gray),,Survivor,Torso,Nea Essentials,Common,1,images/Customization/Nea/NK_Torso02_CV03.png
NK_Torso02_CV04,4,,Nea_outfit_014,Scotch Shirt (Purple),,Survivor,Torso,Nea Essentials,Common,1,images/Customization/Nea/NK_Torso02_CV04.png
NK_Torso02_CV05,4,,Nea_outfit_015,Scotch Shirt (Light Brown),,Survivor,Torso,Nea Essentials,Common,1,images/Customization/Nea/NK_Torso02_CV05.png
NR_BoneSaw01_Addon01,,268435459,,Full Bonesaw,Carved metal reinforcement cuts through flesh and bone alike.,Killer,Weapon,,Common,0,images/Customization/NR_BoneSaw01_Addon01.png
N_Head02,4,,,Close Cut,Short hair to give more attitude.,Survivor,Head,,Common,0,images/Customization/N_Head02.png
N_Legs02,4,,,Low Rider Jeans,Tight on the thighs with just the right amount of slouch.,Survivor,Legs,,Common,0,images/Customization/N_Legs02.png
N_Torso02,4,,,Scotch Comfy Shirt,Keeps Nea warm on late night excursions.,Survivor,Torso,,Common,0,images/Customization/N_Torso02.png
OK_Body006,,268435471,OK_outfit_006,Unknown Assailant,Full body jacket that repels liquids and can easily be scrubbed of evidence. Best suited for rainy days and bloody nights.,Killer,Body,Legacy,Very Rare,1,images/Customization/Ghostface/OK_Body006.png
OK_Body007,,268435471,OK_outfit_007,Classic Ghost Face Shroud,"A long, tattered cloak to stalk victims in the middle of the night, unseen by all.",Killer,Body,Classic Ghost Face,Very Rare,1,images/Customization/Ghostface/OK_Body007.png
OK_Body008,,268435471,OK_outfit_008,Demonic Robe,"His robe enabled him to sneak into the party, unsuspectedly.",Killer,Body,Party Crasher,Very Rare,1,images/Customization/Ghostface/OK_Body008.png
OK_Body009,,268435471,OK_outfit_009,Demon Night,Flaps of skin resembling bat wings hang from his arms. He seems immune to any pain caused by the gaping hole in his belly that reveals a cluster of organs.,Killer,Body,Hallowed Curse,Special Event,1,images/Customization/Ghostface/OK_Body009.png
OK_Body010,,268435471,OK_outfit_010,Glacial Shroud,Dark shroud of death ripped apart by a multitude of ice shards.,Killer,Body,Everlasting Frost,Very Rare,1,images/Customization/Ghostface/OK_Body010.png
OK_Body011,,268435471,OK_outfit_011,Backwood Shroud,"Among the rotting brush, he was nearly invisible in this jumpsuit.",Killer,Body,Beneath The Mask,Very Rare,0,images/Customization/Ghostface/OK_Body011.png
OK_Body011_01,,268435471,OK_outfit_011_01,Backwood Shroud (Deep Rift),"Among the swirling fog, he was nearly invisible in this jumpsuit.",Killer,Body,Deep Rift Collection,Very Rare,0,images/Customization/Ghostface/OK_Body011_01.png
OK_Body01_01,,268435471,,Monochrome Maniac,"Black for the night, white for the traditional shroud of death.",Killer,Body,,Common,0,images/Customization/Oman/OK_Body01_01.png
OK_Body01_CV01,,268435471,OK_outfit_CV01,Icy Shroud,Colored accents somehow make the black parts of this coat seem even darker.,Killer,Body,Colors Of Night,Uncommon,1,images/Customization/Ghostface/OK_Body01_CV01.png
OK_Body01_CV02,,268435471,OK_outfit_CV02,Scorching Shroud,Colored accents somehow make the black parts of this coat seem even darker.,Killer,Body,Colors Of Night,Uncommon,1,images/Customization/Ghostface/OK_Body01_CV02.png
OK_Body02,,268435471,OK_outfit_02,City Slicker,"An urban take on Ghost Face's shroud, utilizing a tattered rain cape. Sheds blood so well, every Ghost Face should have used it.",Killer,Body,Demon Ghost Face,Very Rare,1,images/Customization/Ghostface/OK_Body02.png
